R Khan SRH
M Stoinis DD
M Pandey SRH
J Butler RR
P Cummins KKR
M Agrawal PK
J Holder  SRH
A Rayudu CSK
N Rana KKR
V Chakravarthy KKR
R Tripathi KKR
S Sharma SRH
S Gopal RR
N Coulter-Nile MI
M Singh PK
