V Kohli RCB
I Kishan MI
R Jadeja CSK
R Tewatia RR
E Morgan KKR
K Pollard MI
W Sundar KKR
M Siraj RCB
A Patel DD
M Ashwin PK
L Ferguson KKR
R Gaikwad CSK
D Bravo CSK
K Yadav KKR
I Sharma DD
