R Pant DD
S Dhawan DD
J Bumrah MI
S Samson RR
K Rabada DD
P Shaw  DD
M Nabi SRH
S Naraine KKR
A Nortje DD
K Pandaya MI
S Khan PK
A Rahane DD
A Samad SRH
K Sarma CSK
H Patel RCB
