D Warner SRH
A Villiers RCB
Q Kock MI
C Morris RR
B Kumar SRH
F Plessis CSK
J Richardson PK
K Natrajan SRH
Y Chahal RCB
R Chahar MI
R Bishnoi PK
D Christian RCB
M Azharuddin RCB
J Archer RR
M Rahman SRH
